"ID","UID","NAMEID","SPUSERID","PNID","FIRSTNAME","LASTNAME","EMAIL","STATUS","TYPE_ID","AUTHENTICATION_ID","ACTIVATEDAT","CREATEDAT","CREATEDBY","CREATEDBYOBT","CHANGEDAT","ORGANIZATIONTYPE","INVITINGMAHPNID","ORG_ID"
"f7f98aab-0c34-4f43-8833-a992a9067e35","591b5e36-305a-40a3-ba73-d777221f7d57","P005875","4754DE64-B39D-4433-9019-177BAE94CAAD","MNCORP_20220124063542","krishtesting67","test","krishtesting67@mailinator.com","Active","3","P005875","2022-01-30 16:55:12.658000000","2022-01-30 16:51:14.707000000",,"false",,"MNCORP_20220124063542",,
"0b742690-f765-41a5-96aa-457af94f4845","3b578fa0-e692-4318-b777-ba08628b344f","P005890","B65E501F-372F-4632-A765-F752518047ED","1223","tetser54545","tetetsfd53543","tessd@gmail.com","Active","1","P005890","2022-01-31 10:18:16.137000000","2022-01-31 10:15:00.469000000",,"false",,"1223",,
"89e3efed-9fbb-424b-a12f-e9f810204b7f","2e7f2ade-9a19-4474-9664-8d49f99ae150","P005912","14048EA1-8D6D-4C60-8AA6-670E6BF1C745","PNBRICHCUST002","lop","loplast","lop@gmail.com","Active","1","P005912","2022-02-03 05:42:38.437000000","2022-02-03 05:40:51.798000000",,"false",,"PNBRICHCUST002",,
"5a1a7d6b-eefb-4e23-8cd6-99ca4b858011","de0bd036-16b6-4737-b4ac-8ad183a3c1c1","P005910","EE4D23CB-AEB0-4B00-9A65-FD920B89329F","Test","tipni","tipnilast","tipni@gmail.com","Active","1","P005910","2022-02-02 10:05:22.535000000","2022-02-02 10:00:45.708000000",,"false",,"Test",,
"64552e92-60e6-4dfc-a2df-3bab719fce28","e7e84ce6-ad51-46ce-b44d-9b2b435bae77","P005967","9D8ABAFE-564C-4893-B713-A9DCBFD8BD42","8909","kbdevtest","kblastets","kbdevtest@gmail.com","Active","1","P005967","2022-02-10 10:54:11.974000000","2022-02-10 10:52:23.761000000",,"false",,"8909",,
"94f944b1-66ce-421a-bfd4-f8ed6a297f12","34be0796-a3b0-4669-b0c0-5fbbd044b5e9","P005970","FC73427B-2A69-4892-99C7-FB5A31BFBBF3","909","vkopl","opltest","vkopl@gmail.com","Active","1","P005970","2022-02-11 06:19:16.646000000","2022-02-11 06:14:35.215000000",,"true",,"909",,"909"
"66c09372-3013-43a1-872a-fedca832579c","72b27c66-606f-4a7d-8a16-145c30322a01","P005973","77C5AAF8-E3EA-4A88-A53F-3836CE6CB6B9","909","opaz","qabh","opaz@gmail.com","Active","1","P005973","2022-02-11 08:24:14.751000000","2022-02-11 08:21:00.270000000",,"true",,"909",,"909"
"d93b2c27-7fdb-4cf0-b105-418c9d569773","d73a01cd-e722-43bb-b685-50eee7ed7b07","P006709","Portal:9E90B54B-95F6-46A7-A71B-A3B65FBD8B0B,PBC:FCD0B315-429A-4D9A-8A7A-FAF746FAFF2A","June26Test","Test","June27","test.june27@mailinator.com","Active","1","P006709","2022-06-27 09:51:45.004000000","2022-06-27 09:48:29.237000000","P004762","true",,,,"June26Test"
"06ce1b28-607f-409f-a0ed-dbbfbb938c0b","715d3b3a-583d-4a04-bf08-47119194fd29","P006710","Portal:7CC03C73-1AB8-47B6-BE68-A7D8F3A0EA09,PBC:B5964A10-DE95-4BA3-92FD-A7CC786E64D5","USDSCSA001","test","test","testuser_27@mailinator.com","Active","1","P006710","2022-06-27 12:41:46.618000000","2022-06-27 12:38:36.253000000","P004884","false","2022-06-27 12:47:30.753000000",,,"USDSCSA001"
"14ef1400-3e43-447a-b065-490055205b1f","e97a0939-2f92-495a-9bfe-a6c5461c21f1","P005085","Portal:43AA3DA1-6BD8-4B5B-BC06-19654A42FCE5,PBC:945948BF-EF01-4137-916E-8D16AA59806D","USDSCSA001","Manjunath","jn","m.jn@sap.com","Active","1","P005085","2022-06-29 08:26:55.519000000","2022-06-29 08:24:18.001000000","P003211","false",,,,"USDSCSA001"
"19c474bb-d65c-42ab-b1b4-2e262fc7d6f8","c68b585c-2d73-42e3-b9d8-b29adf95ba72","P006748","Portal:D9E40ABE-5672-42B2-87B4-6F17FCDA5683,PBC:0CDC0532-9642-4DFB-B311-BEB395ED427A","TESTIN_20220708103742","test","lv","test.lv@mailinator.com","Active","3","P006748","2022-07-08 10:42:37.165000000","2022-07-08 10:37:43.017000000",,"true","2022-07-08 10:47:59.517000000",,,"TESTIN_20220708103742"
"17967474-77fd-4d78-9a56-2cd9835a454a","166fac13-1268-46e2-a2fd-79ae5d9f2e21","P006753","Portal:B1B6FB5B-2498-415C-936E-CE2F924F6B4C,PBC:5B0AD445-3AC4-4F49-9579-1D7C23DE62E6","TESTTP_20220711051553","Test","TPI","test.tpi@mailinator.com","Active","3","P006753","2022-07-11 05:18:36.569000000","2022-07-11 05:15:54.907000000",,"true","2022-07-11 05:22:30.677000000",,,"TESTTP_20220711051553"
"481cde87-afee-4611-bd9a-6d903311cdd0","16667d3f-768b-4d27-a332-0921189d6bb6","P006762","Portal:2A2F3EF8-59B6-4AE2-9899-E8B1E5A9E2FB,PBC:031D5CA1-035E-48F6-B814-5A8D14F3E078","TESTTP_20220711061956","Test","TPI2","test.tpi2@mailinator.com","Active","3","P006762","2022-07-11 06:23:38.817000000","2022-07-11 06:19:56.445000000",,"true","2022-07-11 06:27:45.502000000",,,"TESTTP_20220711061956"
"ac00fcf5-9516-4459-9545-d014df20f914","e61604af-1ff7-4bf6-82a2-c11dad9399f9","P006761","Portal:920E3547-2902-47C0-B691-6DEB8A166487,PBC:B272AA42-73D2-4F9B-84E6-E9B066FB02D3","CHENQI_20220711061305","grady","test","grady.test@mailinator.com","Active","3","P006761","2022-07-11 06:13:37.720000000","2022-07-11 06:13:05.471000000",,"true","2022-07-11 07:09:21.980000000",,,"CHENQI_20220711061305"
"34f2e631-15cf-41e2-a35d-508bf7d8b69b","7ab01298-d632-4471-a80f-2ef86dc84c0e","P006763","Portal:EDBAF3E2-374F-4E68-85AF-1E9876849111,PBC:A5F1BCC6-8687-4BE9-B126-6F037EBDC7BB","JIAOHA_20220711073138","dan","jia","dan.jia@mailinator.com","Active","3","P006763","2022-07-11 07:33:40.272000000","2022-07-11 07:31:38.432000000",,"true","2022-07-11 08:10:45.364000000",,,"JIAOHA_20220711073138"
"f450c313-9268-418e-ad51-e004b84dd2dc","af687d07-9800-4d4b-bbd6-bc8d0de6f07a","P006764","Portal:2063B12B-1663-4A95-B7D6-26480A2AE0ED,PBC:38884269-F168-4B85-BB67-951921C96654","CANGSH_20220711085055","shan","cang","cang.shan@mailinator.com","Active","3","P006764","2022-07-11 08:53:41.524000000","2022-07-11 08:50:55.953000000",,"true","2022-07-11 08:59:43.129000000",,,"CANGSH_20220711085055"
"6c202bc5-bf52-4ec0-97f0-72a052694d80","53e7ad73-e5fe-4a69-8e40-c73401e8e96f","P006765","Portal:CFED65A6-48E4-4EE8-B315-06E26BD498E0,PBC:57152798-0D39-4021-BFAE-5BF41C020ADB","AAA_20220711103929","hao","ni","ni.hao@mailinator.com","Active","3","P006765","2022-07-11 10:43:42.686000000","2022-07-11 10:39:30.341000000",,"true","2022-07-11 12:24:44.623000000",,,"AAA_20220711103929"
"516b72df-713b-487d-8c8c-c68664652c04","0997c8c6-fc79-4b0d-ab94-12a161b286c2","P004501","","ABC_20210625045256","first","last","bp01invuser@mailinator.com","Migrated","3","P004501","2021-06-25 04:56:44.359000000","2021-06-25 04:52:56.994000000",,"false",,,,"ABC_20210507071157"
"0e24548a-c0d4-4319-8830-76bb9b3c6dae","ef7bee76-d084-47cb-9dae-bf34f0817b5c","P006766","Portal:32D53297-87EB-4A92-92DA-6CC0D3BC591D,PBC:906451FD-1043-4C71-AE8B-D8BA5075F349","AAA_20220711103929","ni","hao1","ni.hao1@mailinator.com","Active","3","P006766","2022-07-12 08:13:47.169000000","2022-07-12 08:12:05.659000000","P006765","false","2022-07-12 08:19:00.430000000",,,"AAA_20220711103929"
"39427c19-da25-48db-9ab3-7706e52f7d6a","05f0c9bd-2ba7-43cb-95ce-f61eb6f36da3","P004371","476A3C0D-763F-4974-88B6-8906988CDF2C","PN-9876543210","test1","testsec","sec1@sec.com","Inactive","2","P004371","2021-03-29 07:24:36.232000000","2021-03-25 09:16:37.168000000",,"false","2021-04-21 06:00:14.949000000",,,
"dbf6148a-a9bd-4413-a56f-798db2bf262b","4ec9e958-78dd-4428-8c79-7e8acae22624","P006767","Portal:F6FD3177-C820-4825-8B42-F4B41967EBDF,PBC:E7836275-22A0-49D3-BBAC-4C1AB182FAA6","TESTCO_20220712160715","Connection","Type","connection.type@mailinator.com","Active","3","P006767","2022-07-12 16:08:50.079000000","2022-07-12 16:07:15.673000000",,"true","2022-07-12 16:34:55.918000000",,,"TESTCO_20220712160715"
"604ee22d-05c9-4523-b09f-25e29e6da8d9","19f50240-8735-42f4-9c32-e6fc56ce307c","P004375","9DC8CDF6-C0C3-430A-9B79-80125FFF135B","PN-9876543210","Friday test","Test","sdhhjdydss@gmail.com","Active","2","P004375","2021-03-29 07:24:39.056000000","2021-03-26 04:52:27.497000000",,"false","2021-05-03 10:14:27.006000000",,,
"ea41f5ec-33c0-423c-8054-9e00030dd06e","ca7231ad-b603-4444-8d6e-36145f160c35","P003233","E4185DF6-8D1D-437A-9EA4-EBA8B8DBEF8D","PN-9876543210","GDDF","DSDSD","SDDSBTE@TEST.COM","Active","2","P003233","2021-03-24 10:01:13.530000000","2021-03-24 09:58:00.607000000",,"false",,,,
"419c5f96-b1aa-4789-a309-4ac727615bb0","ccb75237-a1cb-446e-9e95-df8eb3ccf086","P004464","166FE330-839B-4ACD-93A2-797B0C58109B","PN-9876543210","User","4","UserMgmtAppTest4@GMAIL.COM","Active","2","P004464","2021-05-03 10:30:08.067000000","2021-05-03 10:27:27.215000000",,"false",,,,
"73087588-d187-4c4f-9197-f67148bc9655","e72a997d-5632-4acc-9423-b572e488c17d","P004372","CF231453-1D27-4469-A757-E5BE358B3FF0","PN-9876543210","Security","Test1","naveedahmedupwork@gmail.com","Active","2","P004372","2021-03-29 07:24:37.006000000","2021-03-25 14:21:57.169000000",,"false",,,,
"0c3c3334-879f-4d39-b906-78df908a01c4","70a130a6-e6e4-4fc2-baa3-e4454d1f2909","P003158","7DDE16AD-29EE-48AD-AAAB-7E0753E98090","PN-1234567890","Rishi","Keshari","rishikeshari11@gmail.com","Active","2","P003158","2021-03-01 04:45:36.183000000","2021-03-01 04:43:30.645000000",,"false","2021-03-02 07:20:12.315000000",,,
"ac8d1733-47ec-4643-a779-81cfe7d54fd6","a38129c8-2958-4f7c-aee1-a4bb30906d97","P003172","4452BF9E-3842-48D4-A2E2-D40D8D6BB2F9","PN-1234567890","Carol","Li","Carol.li01@sap.com","Active","2","P003172","2021-03-05 05:18:44.290000000","2021-03-05 05:17:35.563000000",,"false","2021-03-05 05:20:16.595000000",,,
"63beed26-72c3-4785-8c38-5818aee8a2e5","8f7810dc-adf0-4d05-9993-c6fe1bb3f207","P003173","346B7787-73ED-4D8A-A347-A9155AA9117F","PN-1234567890","Alva","Li","alva.li@gmail.com","Active","2","P003173","2021-03-05 05:23:45.263000000","2021-03-05 05:21:26.216000000",,"false","2021-03-05 05:52:40.857000000",,,
"cd7a3822-85f2-47a3-9565-9c5b6e7bd2b6","b9371d20-25c8-46ba-8d2d-deddc7c4111c","P003174","504A63EB-24E8-41D4-B7B4-8B441D535FE2","PN-1234567890","Karl","Zhang","Karl.zhang@gmail.com","Active","2","P003174","2021-03-05 06:53:46.525000000","2021-03-05 06:50:28.004000000",,"false",,,,
"ae3514de-e4b7-43e1-a042-d4f77830d08c","24cf67d5-40e1-4457-97cc-2cee2288eeb1","P003175","BA47F5D4-455D-44CD-B059-91D760CC38AE","PN-1234567890","Karl02","Zhang","Karl02.zhang@gamil.com","Active","2","P003175","2021-03-05 07:28:47.674000000","2021-03-05 07:25:10.590000000",,"false",,,,
"a0d5e357-6e07-43ac-a583-c16dc4f3d341","5fd5dba9-d54f-4413-9594-64c70e05f441","P004373","D6CD38A3-C0AC-44AD-B8BB-EE0E844631C4","PN-1234567890","sec1","test1","sec1@test1.com","Active","2","P004373","2021-03-29 07:24:37.748000000","2021-03-25 15:15:34.704000000",,"false",,,,
"53d6b8c1-2ba2-4134-8c53-ef829b7ff84c","6c4bd096-86cd-4fb5-8137-8cb7016ae7fb","P004591","8155C4C7-7354-4296-AEAD-44E7BFEA38D7","POLOPO_20210512091601","Ishi","Polo","ishiopo.loopo11@mailnesia.com","Active","3","P004591","2021-05-12 09:16:41.741000000","2021-05-12 09:16:01.656000000",,"false","2021-05-12 09:21:55.587000000",,,
"99447236-2392-4040-80a4-46907b16aa47","aa9e20f7-88cc-4bb9-9f3d-73c08c3ec390","P004395","362C6F4E-8E91-4791-82F5-D7E3D0ABB6BA","PN-1234567890","Pallavi","D","Pallavi.s1234@hotmail.com","Active","1","P004395","2021-04-06 09:56:48.041000000","2021-04-06 09:52:07.831000000",,"false","2021-04-06 10:02:54.910000000",,,
"7d10bbc0-89dc-4116-a975-f2fda37d4cd3","2cb03537-b480-4fbe-911f-da9da4bd36a3","P004784","AA99CBB7-8B98-429C-8B5A-0C50340DA0A7","PNBHRCUSTPNID0002","Neha","Kumari","neha190495@gmail.com","Active","1","P004784","2021-07-15 06:19:43.260000000","2021-07-15 06:18:50.441000000",,"false","2021-07-15 06:32:22.484000000","PNBHRCUSTPNID0002",,
"d29b3027-12cb-4f43-90ec-2790fb99acac","4c5207f4-9403-424f-b40c-b4d4f888a307","P005898","DB7B44D0-625F-4104-A76F-9BBE322A9116","878","testerkb","kbtester","testerkb@mailinator.com","Active","1","P005898","2022-02-01 09:10:33.283000000","2022-02-01 09:10:19.518000000",,"false","2022-02-01 11:44:42.526000000","878",,
"8e0880a9-b75a-4ae7-a557-a3be144aa5fe","8d289ae9-ca67-4028-91f0-228125b4afc0","P004376","920C8D33-8F2A-4DA7-9429-CDE0366E8372","PN-9876543210","Security","Test","ahmednaveed30@gmail.com","Active","1","P004376","2021-03-29 07:24:39.731000000","2021-03-26 04:56:29.509000000",,"false",,"PN-9876543210",,
"3ca9b03c-2ab7-45ad-b93d-9b952989d2dc","b3868f08-6981-475c-9004-f11d44ce08eb","P004440","A77276CB-DF7F-43A0-8638-5849E3FB98A4","DOCHEA_20210422110839","Nia","Fira","yetuwts.iysdsbds1212@mailnesia.com","Active","3","P004440","2021-04-22 11:12:09.215000000",,,"false","2021-04-22 11:22:01.124000000",,,
"93b2b090-6016-4841-b435-e1aef8c8a7c4","8dd502a0-3232-45ed-97f5-1d4a5fb331b1","P004745","ED2E7D18-087C-4DE5-A7BD-C4FD0AC5EEE6","SAPDIS_20210623063337","Oliver","N","nuernbergo@t-online.de","Active","3","P004745","2021-06-23 06:33:42.438000000","2021-06-23 06:33:37.245000000",,"false",,,,
"7330a56f-62a2-4820-922c-f3fe7dff9b51","5236889e-2d1a-4696-8b18-cd6b7ac1d0e3","P005739","5A95E2BC-1DC5-491D-BB46-4DC2B3A30DA8","Org_H1","sssss )(** & /","laaaaa **","ksjdhsi@ss.im","Active","1","P005739","2022-01-24 09:28:54.222000000","2022-01-24 09:24:11.311000000",,"false",,"Org_H1",,
"363b804d-be97-47c0-a228-2fd853dd0195","275dfa6d-f78a-402b-9de3-d5c6c930f376","P004442","3440E0FA-6163-4F85-88BF-55676575FEA3","DOCHEA_20210422110839","Yoyo","singh","yeyr.wwwe35@mailnesia.com","Active","3","P004442","2021-04-22 12:27:09.982000000",,,"false","2021-04-22 12:29:20.695000000",,,
"d340c39a-542a-406d-8254-0765882d6f76","42b1ef82-b0c3-442a-a3bf-8d32223f9708","P004443","4EB2306F-7C63-44EA-8952-CBAE41040520","GLNCOR_20210423061634","Wuey","Qiu","77retyhshs.73ghss@mailnesia.com","Active","3","P004443","2021-04-23 06:17:06.467000000",,,"false","2021-04-23 06:26:36.397000000",,,
"eed36da2-e902-47c9-974a-d9783e4effbe","42b1ef82-b0c3-442a-a3bf-8d32223f9708","P004443","4EB2306F-7C63-44EA-8952-CBAE41040520","GLNBP_20210423093229","Ioxn","xsjs","77retyhshs.73ghss@MAILNESIA.COM","Active","3","P004443","2021-04-23 09:37:08.185000000",,,"false",,,,
